player,target_cutoff,team,role,opponent_role_fantasy_points_allowed_recent,opponent_role_fantasy_points_allowed_long,opponent_role_KP_allowed_recent,opponent_role_deaths_created_recent,minimum_history,latest_source_match_timestamp
Lyonz,2026-02-07 21:11:32+00:00,Disguised,SUP,30.666666666666668,23.5,0.8952380952380953,1.0,3,2026-02-01 22:55:17+00:00
Ceos,2026-02-07 21:11:32+00:00,Shopify Rebellion,SUP,24.333333333333332,21.237113402061855,0.7745098039215685,1.0,3,2026-02-02 00:35:19+00:00
Impact,2026-02-07 21:11:32+00:00,Sentinels,TOP,10.333333333333334,17.4,0.5882352941176471,2.3333333333333335,3,2026-02-01 00:06:03+00:00
Photon,2026-02-07 21:11:32+00:00,Dignitas,TOP,20.0,16.24175824175824,0.518409586056645,1.6666666666666667,3,2026-02-01 00:06:03+00:00
Berserker,2026-02-27 21:09:38+00:00,LYON,BOT,1.6666666666666667,20.186046511627907,0.5787037037037037,3.6666666666666665,3,2026-02-21 22:57:01+00:00
Zven,2026-02-27 21:09:38+00:00,Cloud9,BOT,6.666666666666667,16.524193548387096,0.6349206349206349,3.0,3,2026-02-22 23:02:24+00:00
Inspired,2026-02-27 21:09:38+00:00,LYON,JGL,4.333333333333333,18.372093023255815,0.5092592592592592,5.666666666666667,3,2026-02-21 22:57:01+00:00
Blaber,2026-02-27 21:09:38+00:00,Cloud9,JGL,7.333333333333333,13.701612903225806,0.8042328042328042,5.0,3,2026-02-22 23:02:24+00:00
Saint,2026-02-27 21:09:38+00:00,LYON,MID,5.333333333333333,19.232558139534884,0.8009259259259259,4.666666666666667,3,2026-02-21 22:57:01+00:00
APA,2026-02-27 21:09:38+00:00,Cloud9,MID,8.333333333333334,15.258064516129032,0.6825396825396824,2.3333333333333335,3,2026-02-22 23:02:24+00:00
Isles,2026-02-27 21:09:38+00:00,LYON,SUP,5.0,18.25581395348837,0.8472222222222222,4.333333333333333,3,2026-02-21 22:57:01+00:00
CoreJJ,2026-02-27 21:09:38+00:00,Team Liquid,SUP,11.0,15.821705426356589,0.8030303030303031,2.6666666666666665,3,2026-02-20 22:45:31+00:00
Dhokla,2026-02-27 21:09:38+00:00,LYON,TOP,6.333333333333333,16.441860465116278,0.47222222222222215,4.333333333333333,3,2026-02-21 22:57:01+00:00
Impact,2026-02-27 21:09:38+00:00,Sentinels,TOP,17.666666666666668,17.0,0.4861111111111111,1.3333333333333333,3,2026-02-22 23:02:24+00:00
Josedeodo,2026-02-20 21:09:00+00:00,Team Liquid,JGL,25.666666666666668,17.571428571428573,0.6538952745849298,4.333333333333333,3,2026-02-09 01:41:45+00:00
Inspired,2026-02-20 21:09:00+00:00,LYON,JGL,19.666666666666668,19.425,0.7708333333333334,1.3333333333333333,3,2026-02-08 01:49:13+00:00
Saint,2026-02-20 21:09:00+00:00,LYON,MID,16.666666666666668,20.275,0.6722222222222222,2.0,3,2026-02-08 01:49:13+00:00
Quid,2026-02-20 21:09:00+00:00,Team Liquid,MID,29.666666666666668,18.738095238095237,0.665389527458493,2.6666666666666665,3,2026-02-09 01:41:45+00:00
Dhokla,2026-02-20 21:09:00+00:00,LYON,TOP,16.333333333333332,17.2,0.5499999999999999,2.0,3,2026-02-08 01:49:13+00:00
Gakgos,2026-02-20 21:09:00+00:00,FlyQuest,TOP,21.0,11.652482269503546,0.5,1.0,3,2026-02-15 22:58:30+00:00
Gryffinn,2026-04-11 20:08:26+00:00,FlyQuest,JGL,36.333333333333336,16.0,0.7417582417582418,1.6666666666666667,3,2026-04-05 21:51:16+00:00
Inspired,2026-04-11 20:08:26+00:00,LYON,JGL,15.333333333333334,16.82758620689655,0.5501089324618736,2.3333333333333335,3,2026-04-04 22:00:50+00:00
Quad,2026-04-11 20:08:26+00:00,FlyQuest,MID,32.0,15.591836734693878,0.6684981684981685,2.6666666666666665,3,2026-04-05 21:51:16+00:00
Quid,2026-04-11 20:08:26+00:00,Team Liquid,MID,14.666666666666666,18.522058823529413,0.6082887700534759,3.6666666666666665,3,2026-04-05 21:51:16+00:00
Cryogen,2026-04-11 20:08:26+00:00,FlyQuest,SUP,27.666666666666668,14.54421768707483,0.7161172161172161,3.0,3,2026-04-05 21:51:16+00:00
Lyonz,2026-04-11 20:08:26+00:00,Disguised,SUP,15.0,22.764705882352942,0.6589912280701754,3.0,3,2026-04-05 00:42:52+00:00
Morgan,2026-04-11 20:08:26+00:00,Team Liquid,TOP,8.0,12.926470588235293,0.38517528223410574,3.0,3,2026-04-05 21:51:16+00:00
Gakgos,2026-04-11 20:08:26+00:00,FlyQuest,TOP,13.0,11.97278911564626,0.326007326007326,2.6666666666666665,3,2026-04-05 21:51:16+00:00
