year,prediction_period,player,role,team,team_fe_delta,s30_base_pred,s30_cand_pred,s30_base_share,s30_cand_share,fe_base_delta,fe_cand_delta,fe_share_diff
2025,2025-01-27 00:00:00+00:00,Palafox,MID,Shopify Rebellion,-2.705230399999999,15.9343,15.6803,0.237,0.2356,-0.6413,-0.6374,0.0039
2025,2025-01-27 00:00:00+00:00,Quid,MID,100 Thieves,0.6763076000000006,14.9577,15.556,0.2168,0.2209,0.1466,0.1494,0.0028
2025,2025-01-27 00:00:00+00:00,River,JGL,100 Thieves,0.6763076000000006,11.1787,11.4942,0.162,0.1632,0.1096,0.1104,0.0008
2025,2025-01-27 00:00:00+00:00,Saint,MID,LYON,-0.1690768999999994,13.5096,13.1342,0.2195,0.2216,-0.0371,-0.0375,-0.0004
2025,2025-01-27 00:00:00+00:00,ScaryJerry,BOT,Disguised,4.0578456,12.6459,11.7506,0.1986,0.1892,0.8057,0.7679,-0.0379
2025,2025-01-27 00:00:00+00:00,Sheiden,JGL,Dignitas,0.6763076000000006,11.5145,11.6873,0.1795,0.1865,0.1214,0.1262,0.0048
2025,2025-01-27 00:00:00+00:00,Sniper,TOP,100 Thieves,0.6763076000000006,12.6889,12.7052,0.1839,0.1804,0.1244,0.122,-0.0023
2025,2025-01-27 00:00:00+00:00,Srtty,TOP,Dignitas,0.6763076000000006,12.9789,12.5505,0.2023,0.2003,0.1368,0.1355,-0.0014
2025,2025-01-27 00:00:00+00:00,Tomo,BOT,Dignitas,0.6763076000000006,14.2276,14.9769,0.2218,0.239,0.15,0.1617,0.0117
2025,2025-01-27 00:00:00+00:00,UmTi,JGL,Team Liquid,4.0578456,11.376,11.424,0.1573,0.1549,0.6382,0.6286,-0.0097
2025,2025-01-27 00:00:00+00:00,Yeon,BOT,Team Liquid,4.0578456,16.0464,16.1625,0.2219,0.2192,0.9003,0.8893,-0.011
2025,2025-01-27 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,-2.705230399999999,12.8675,12.4895,0.1914,0.1877,-0.5178,-0.5077,0.0101
2025,2025-01-27 00:00:00+00:00,eXyu,JGL,Disguised,4.0578456,10.6864,10.4938,0.1678,0.169,0.6809,0.6857,0.0048
2025,2025-01-27 00:00:00+00:00,huhi,SUP,Disguised,4.0578456,13.6887,13.4123,0.2149,0.216,0.8722,0.8764,0.0043
2025,2025-02-03 00:00:00+00:00,APA,MID,Team Liquid,5.917691500000003,15.1941,14.9205,0.2146,0.2152,1.2699,1.2737,0.0037
2025,2025-02-03 00:00:00+00:00,Blaber,JGL,Cloud9,-2.705230399999999,12.1816,11.6359,0.1692,0.1644,-0.4578,-0.4447,0.0131
2025,2025-02-03 00:00:00+00:00,Busio,SUP,FlyQuest,-0.1690768999999994,13.9334,14.674,0.1907,0.1907,-0.0322,-0.0323,-0.0
2025,2025-02-03 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,4.0578456,14.6293,14.7734,0.2196,0.2162,0.8911,0.8772,-0.0139
2025,2025-02-03 00:00:00+00:00,Bwipo,TOP,FlyQuest,-0.1690768999999994,13.7878,14.3789,0.1887,0.1869,-0.0319,-0.0316,0.0003
2025,2025-02-03 00:00:00+00:00,Contractz,JGL,Shopify Rebellion,4.0578456,10.8817,11.2941,0.1633,0.1653,0.6628,0.6706,0.0078
2025,2025-02-03 00:00:00+00:00,CoreJJ,SUP,Team Liquid,5.917691500000003,14.921,14.7816,0.2107,0.2132,1.2471,1.2618,0.0147
2025,2025-02-03 00:00:00+00:00,Eyla,SUP,100 Thieves,7.270306699999998,14.4704,14.7753,0.1927,0.1995,1.401,1.4503,0.0494
2025,2025-02-03 00:00:00+00:00,FBI,BOT,100 Thieves,7.270306699999998,16.8551,16.6708,0.2245,0.2251,1.6318,1.6364,0.0046
2025,2025-02-03 00:00:00+00:00,Fudge,TOP,Shopify Rebellion,4.0578456,13.2996,13.4122,0.1996,0.1963,0.8101,0.7964,-0.0137
2025,2025-02-03 00:00:00+00:00,Impact,TOP,Team Liquid,5.917691500000003,13.8516,13.4687,0.1956,0.1943,1.1577,1.1497,-0.008
2025,2025-02-03 00:00:00+00:00,Inspired,JGL,FlyQuest,-0.1690768999999994,13.2186,13.9252,0.1809,0.181,-0.0306,-0.0306,-0.0
2025,2025-02-03 00:00:00+00:00,Isles,SUP,Dignitas,0.6763076000000006,13.6137,13.8785,0.1927,0.1926,0.1303,0.1303,-0.0
2025,2025-02-03 00:00:00+00:00,Keine,MID,Dignitas,0.6763076000000006,15.859,16.4084,0.2244,0.2277,0.1518,0.154,0.0022
2025,2025-02-03 00:00:00+00:00,Loki,MID,Cloud9,-2.705230399999999,15.6569,15.7476,0.2175,0.2225,-0.5884,-0.6018,-0.0134
2025,2025-02-03 00:00:00+00:00,Massu,BOT,FlyQuest,-0.1690768999999994,15.8535,16.6315,0.217,0.2162,-0.0367,-0.0366,0.0001
2025,2025-02-03 00:00:00+00:00,Palafox,MID,Shopify Rebellion,4.0578456,15.1968,16.0979,0.2281,0.2355,0.9256,0.9558,0.0302
2025,2025-02-03 00:00:00+00:00,Quad,MID,FlyQuest,-0.1690768999999994,16.2756,17.3203,0.2227,0.2251,-0.0377,-0.0381,-0.0004
2025,2025-02-03 00:00:00+00:00,Quid,MID,100 Thieves,7.270306699999998,17.8872,17.3415,0.2382,0.2341,1.7318,1.7022,-0.0295
2025,2025-02-03 00:00:00+00:00,River,JGL,100 Thieves,7.270306699999998,12.2064,12.1415,0.1625,0.1639,1.1818,1.1918,0.01
2025,2025-02-03 00:00:00+00:00,Sheiden,JGL,Dignitas,0.6763076000000006,11.9678,12.0284,0.1694,0.1669,0.1146,0.1129,-0.0016
2025,2025-02-03 00:00:00+00:00,Sniper,TOP,100 Thieves,7.270306699999998,13.6756,13.1377,0.1821,0.1774,1.324,1.2896,-0.0344
2025,2025-02-03 00:00:00+00:00,Srtty,TOP,Dignitas,0.6763076000000006,14.4429,14.3503,0.2044,0.1992,0.1382,0.1347,-0.0035
2025,2025-02-03 00:00:00+00:00,Thanatos,TOP,Cloud9,-2.705230399999999,14.0872,13.5389,0.1957,0.1913,-0.5294,-0.5174,0.012
2025,2025-02-03 00:00:00+00:00,Tomo,BOT,Dignitas,0.6763076000000006,14.7741,15.3842,0.2091,0.2135,0.1414,0.1444,0.003
2025,2025-02-03 00:00:00+00:00,UmTi,JGL,Team Liquid,5.917691500000003,11.1858,10.8033,0.158,0.1558,0.9349,0.9222,-0.0127
2025,2025-02-03 00:00:00+00:00,Vulcan,SUP,Cloud9,-2.705230399999999,14.4118,14.2493,0.2002,0.2013,-0.5416,-0.5446,-0.003
2025,2025-02-03 00:00:00+00:00,Yeon,BOT,Team Liquid,5.917691500000003,15.6493,15.3494,0.221,0.2214,1.308,1.3103,0.0023
2025,2025-02-03 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,4.0578456,12.6133,12.7649,0.1893,0.1868,0.7683,0.7579,-0.0104
2025,2025-02-03 00:00:00+00:00,Zven,BOT,Cloud9,-2.705230399999999,15.6484,15.6151,0.2174,0.2206,-0.5881,-0.5968,-0.0087
2025,2025-02-10 00:00:00+00:00,APA,MID,Team Liquid,0.0,14.8632,15.4957,0.1043,0.1064,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,APA,MID,Team Liquid,4.903230100000001,14.7407,15.6463,0.1034,0.1075,0.507,0.5269,0.0199
2025,2025-02-10 00:00:00+00:00,Ackerman,SUP,Isurus Estral,0.0,12.1405,12.2285,0.1879,0.1922,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Blaber,JGL,Cloud9,0.0,11.7015,11.6481,0.1665,0.1661,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Burdol,TOP,Isurus Estral,0.0,11.9451,11.723,0.1848,0.1842,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Busio,SUP,FlyQuest,0.0,12.9297,13.7653,0.0937,0.0949,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Busio,SUP,FlyQuest,6.932152899999999,13.1554,13.6285,0.0953,0.0939,0.661,0.6512,-0.0097
2025,2025-02-10 00:00:00+00:00,Bwipo,TOP,FlyQuest,0.0,14.0168,14.3965,0.1016,0.0992,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Bwipo,TOP,FlyQuest,6.932152899999999,14.0641,14.4988,0.1019,0.0999,0.7066,0.6928,-0.0138
2025,2025-02-10 00:00:00+00:00,CarioK,JGL,paiN Gaming,1.5216921000000005,10.0833,9.9468,0.1623,0.1608,0.2469,0.2446,-0.0023
2025,2025-02-10 00:00:00+00:00,CoreJJ,SUP,Team Liquid,0.0,15.0514,15.646,0.1056,0.1075,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,CoreJJ,SUP,Team Liquid,4.903230100000001,14.8853,15.5822,0.1044,0.107,0.512,0.5247,0.0127
2025,2025-02-10 00:00:00+00:00,Eyla,SUP,100 Thieves,9.1301526,14.9605,15.432,0.1968,0.2027,1.797,1.8502,0.0532
2025,2025-02-10 00:00:00+00:00,FBI,BOT,100 Thieves,9.1301526,16.9418,17.3433,0.2229,0.2277,2.035,2.0794,0.0444
2025,2025-02-10 00:00:00+00:00,Impact,TOP,Team Liquid,0.0,13.6987,14.1413,0.0961,0.0971,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Impact,TOP,Team Liquid,4.903230100000001,13.9347,13.961,0.0978,0.0959,0.4793,0.4701,-0.0092
2025,2025-02-10 00:00:00+00:00,Inspired,JGL,FlyQuest,0.0,11.8519,13.0289,0.0859,0.0898,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Inspired,JGL,FlyQuest,6.932152899999999,11.846,12.9445,0.0859,0.0892,0.5952,0.6185,0.0234
2025,2025-02-10 00:00:00+00:00,Josedeodo,JGL,Isurus Estral,0.0,12.7328,11.9561,0.197,0.1879,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Kuri,SUP,paiN Gaming,1.5216921000000005,12.17,12.2819,0.1959,0.1985,0.298,0.3021,0.004
2025,2025-02-10 00:00:00+00:00,Loki,MID,Cloud9,0.0,14.6379,14.4137,0.2083,0.2055,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Massu,BOT,FlyQuest,0.0,15.1335,15.81,0.1097,0.109,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Massu,BOT,FlyQuest,6.932152899999999,15.1657,15.7684,0.1099,0.1087,0.762,0.7535,-0.0085
2025,2025-02-10 00:00:00+00:00,Mireu,MID,Isurus Estral,0.0,13.9273,13.9079,0.2155,0.2186,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,ProDelta,SUP,Leviatan,0.0,12.1938,12.3114,0.1963,0.1992,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Quad,MID,FlyQuest,0.0,14.717,15.6791,0.1067,0.1081,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Quad,MID,FlyQuest,6.932152899999999,15.0953,15.5533,0.1094,0.1072,0.7584,0.7432,-0.0152
2025,2025-02-10 00:00:00+00:00,Quid,MID,100 Thieves,9.1301526,17.6927,17.0047,0.2328,0.2233,2.1252,2.0388,-0.0864
2025,2025-02-10 00:00:00+00:00,River,JGL,100 Thieves,9.1301526,12.5759,12.7464,0.1654,0.1674,1.5106,1.5282,0.0177
2025,2025-02-10 00:00:00+00:00,Robo,TOP,LOUD,0.0,11.9425,11.7155,0.1887,0.1865,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Route,BOT,LOUD,0.0,13.8633,13.7998,0.2191,0.2197,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,SCARY,JGL,Leviatan,0.0,10.0981,9.9685,0.1626,0.1613,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Snaker,BOT,Isurus Estral,0.0,13.8756,13.8177,0.2147,0.2171,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Sniper,TOP,100 Thieves,9.1301526,13.8394,13.6243,0.1821,0.1789,1.6624,1.6335,-0.0289
2025,2025-02-10 00:00:00+00:00,Thanatos,TOP,Cloud9,0.0,13.764,13.8375,0.1959,0.1973,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,TitaN,BOT,paiN Gaming,1.5216921000000005,13.921,13.8927,0.224,0.2245,0.3409,0.3417,0.0008
2025,2025-02-10 00:00:00+00:00,UmTi,JGL,Team Liquid,0.0,12.3427,11.8499,0.0866,0.0814,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,UmTi,JGL,Team Liquid,4.903230100000001,11.628,11.6149,0.0816,0.0798,0.4,0.3911,-0.0088
2025,2025-02-10 00:00:00+00:00,Vulcan,SUP,Cloud9,0.0,14.4427,14.6007,0.2055,0.2082,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Winsome,SUP,LOUD,0.0,13.3366,13.2655,0.2107,0.2112,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Wiz,JGL,LOUD,0.0,10.1471,10.0498,0.1603,0.16,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Wizer,TOP,paiN Gaming,1.5216921000000005,11.9234,11.6865,0.1919,0.1889,0.292,0.2874,-0.0046
2025,2025-02-10 00:00:00+00:00,Yeon,BOT,Team Liquid,0.0,15.5476,15.6067,0.1091,0.1072,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Yeon,BOT,Team Liquid,4.903230100000001,15.8563,16.0568,0.1112,0.1103,0.5454,0.5407,-0.0047
2025,2025-02-10 00:00:00+00:00,Zothve,TOP,Leviatan,0.0,11.9243,11.6911,0.192,0.1891,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,Zven,BOT,Cloud9,0.0,15.7272,15.6236,0.2238,0.2228,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,ceo,BOT,Leviatan,0.0,13.8914,13.8413,0.2237,0.2239,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,cody,MID,Leviatan,0.0,13.9981,14.0006,0.2254,0.2265,0.0,0.0,0.0
2025,2025-02-10 00:00:00+00:00,dyNquedo,MID,paiN Gaming,1.5216921000000005,14.0412,14.0657,0.226,0.2273,0.3438,0.3459,0.0021
2025,2025-02-10 00:00:00+00:00,tinowns,MID,LOUD,0.0,13.9927,13.9932,0.2211,0.2227,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,APA,MID,Team Liquid,0.0,15.9022,15.6496,0.2215,0.2149,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Blaber,JGL,Cloud9,0.0,12.629,12.28,0.1714,0.1682,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Busio,SUP,FlyQuest,0.0,13.8287,13.962,0.1844,0.1838,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Bwipo,TOP,FlyQuest,0.0,15.303,15.114,0.204,0.1989,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,CoreJJ,SUP,Team Liquid,0.0,14.8009,15.5838,0.2062,0.214,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Eyla,SUP,100 Thieves,0.0,15.1913,15.5652,0.2047,0.206,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,FBI,BOT,100 Thieves,0.0,16.2491,17.1106,0.2189,0.2264,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Impact,TOP,Team Liquid,0.0,13.4666,13.4212,0.1876,0.1843,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Inspired,JGL,FlyQuest,0.0,13.5501,14.0814,0.1806,0.1853,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Loki,MID,Cloud9,0.0,15.5597,15.237,0.2112,0.2088,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Massu,BOT,FlyQuest,0.0,15.9556,15.6859,0.2127,0.2064,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Quad,MID,FlyQuest,0.0,16.3758,17.139,0.2183,0.2256,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Quid,MID,100 Thieves,0.0,16.5808,16.8164,0.2234,0.2225,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,River,JGL,100 Thieves,0.0,12.4931,12.496,0.1683,0.1654,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Sniper,TOP,100 Thieves,0.0,13.7033,13.5771,0.1846,0.1797,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Thanatos,TOP,Cloud9,0.0,14.4081,14.1662,0.1956,0.1941,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,UmTi,JGL,Team Liquid,0.0,11.4834,11.4832,0.16,0.1577,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Vulcan,SUP,Cloud9,0.0,14.8164,14.9712,0.2011,0.2051,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Yeon,BOT,Team Liquid,0.0,16.1324,16.6972,0.2247,0.2292,0.0,0.0,0.0
2025,2025-02-17 00:00:00+00:00,Zven,BOT,Cloud9,0.0,16.2498,16.333,0.2206,0.2238,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,APA,MID,Team Liquid,0.0,15.9962,16.2127,0.2156,0.2132,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Abbedagge,MID,Disguised,0.0,13.858,13.4479,0.2117,0.2142,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Blaber,JGL,Cloud9,0.0,11.8551,11.7472,0.1706,0.1697,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Busio,SUP,FlyQuest,0.0,14.0607,14.0954,0.1923,0.1931,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,0.0,14.5652,14.1446,0.223,0.2189,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Bwipo,TOP,FlyQuest,0.0,14.0313,13.8493,0.1919,0.1898,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Castle,TOP,Disguised,0.0,13.5258,12.4088,0.2066,0.1977,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Ceos,SUP,Shopify Rebellion,0.0,12.1284,12.2062,0.1857,0.1889,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Contractz,JGL,Shopify Rebellion,0.0,10.631,10.4406,0.1628,0.1616,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,CoreJJ,SUP,Team Liquid,0.0,14.5639,15.541,0.1963,0.2044,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Eyla,SUP,100 Thieves,0.0,13.1577,13.5559,0.1928,0.1982,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,FBI,BOT,100 Thieves,0.0,15.1564,15.0789,0.2221,0.2205,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Fudge,TOP,Shopify Rebellion,0.0,13.2748,12.7632,0.2033,0.1975,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Hena,BOT,LYON,0.0,15.097,14.2417,0.2237,0.2218,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Impact,TOP,Team Liquid,0.0,14.2851,14.2245,0.1926,0.1871,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Inspired,JGL,FlyQuest,0.0,12.8859,13.0703,0.1762,0.1791,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Isles,SUP,Dignitas,0.0,13.4274,12.9887,0.1915,0.1922,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Keine,MID,Dignitas,0.0,16.3411,15.2519,0.2331,0.2257,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Licorice,TOP,LYON,0.0,12.9677,12.8798,0.1922,0.2005,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Loki,MID,Cloud9,0.0,15.173,14.8421,0.2184,0.2144,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Lyonz,SUP,LYON,0.0,12.9387,12.0203,0.1917,0.1872,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Massu,BOT,FlyQuest,0.0,16.1261,16.2033,0.2205,0.222,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Oddie,JGL,LYON,0.0,10.9013,10.0834,0.1615,0.157,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Palafox,MID,Shopify Rebellion,0.0,14.7044,15.0574,0.2252,0.233,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Quad,MID,FlyQuest,0.0,16.0161,15.7658,0.219,0.216,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Quid,MID,100 Thieves,0.0,15.0271,15.1916,0.2202,0.2221,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,River,JGL,100 Thieves,0.0,11.8295,11.9991,0.1733,0.1754,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Saint,MID,LYON,0.0,15.5772,14.9973,0.2308,0.2335,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,ScaryJerry,BOT,Disguised,0.0,14.189,12.7806,0.2167,0.2036,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Sheiden,JGL,Dignitas,0.0,11.4627,11.3531,0.1635,0.168,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Sniper,TOP,100 Thieves,0.0,13.0714,12.5738,0.1915,0.1838,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Srtty,TOP,Dignitas,0.0,13.6077,12.8381,0.1941,0.1899,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Thanatos,TOP,Cloud9,0.0,13.2045,13.1652,0.1901,0.1902,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Tomo,BOT,Dignitas,0.0,15.2741,15.1586,0.2178,0.2243,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,UmTi,JGL,Team Liquid,0.0,11.9255,11.9677,0.1608,0.1574,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Vulcan,SUP,Cloud9,0.0,14.0795,14.4392,0.2027,0.2086,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Yeon,BOT,Team Liquid,0.0,17.4129,18.0892,0.2347,0.2379,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,Zven,BOT,Cloud9,0.0,15.1648,15.0321,0.2183,0.2171,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,eXyu,JGL,Disguised,0.0,11.0085,10.7282,0.1681,0.1709,0.0,0.0,0.0
2025,2025-03-31 00:00:00+00:00,huhi,SUP,Disguised,0.0,12.8937,13.4053,0.1969,0.2136,0.0,0.0,0.0
2025,2025-04-07 00:00:00+00:00,APA,MID,Team Liquid,4.903230100000001,15.4765,15.4725,0.2125,0.209,1.0417,1.0249,-0.0169
2025,2025-04-07 00:00:00+00:00,Abbedagge,MID,Disguised,0.2536153500000006,14.0527,13.4056,0.2149,0.2156,0.0545,0.0547,0.0002
2025,2025-04-07 00:00:00+00:00,Blaber,JGL,Cloud9,9.1301526,10.9059,11.1462,0.1625,0.1604,1.4837,1.4647,-0.019
2025,2025-04-07 00:00:00+00:00,Busio,SUP,FlyQuest,10.398229350000001,13.9601,14.1168,0.1962,0.1906,2.0397,1.9818,-0.0579
2025,2025-04-07 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,-3.5506148999999994,14.9814,14.5636,0.2303,0.23,-0.8177,-0.8168,0.001
2025,2025-04-07 00:00:00+00:00,Bwipo,TOP,FlyQuest,10.398229350000001,13.4713,14.1647,0.1893,0.1912,1.9683,1.9885,0.0202
2025,2025-04-07 00:00:00+00:00,Castle,TOP,Disguised,0.2536153500000006,12.5465,11.8483,0.1919,0.1905,0.0487,0.0483,-0.0003
2025,2025-04-07 00:00:00+00:00,Ceos,SUP,Shopify Rebellion,-3.5506148999999994,11.1855,10.2653,0.172,0.1621,-0.6105,-0.5757,0.0348
2025,2025-04-07 00:00:00+00:00,Contractz,JGL,Shopify Rebellion,-3.5506148999999994,11.0822,11.2523,0.1704,0.1777,-0.6049,-0.6311,-0.0262
2025,2025-04-07 00:00:00+00:00,CoreJJ,SUP,Team Liquid,4.903230100000001,14.5365,15.3218,0.1996,0.207,0.9785,1.0149,0.0364
2025,2025-04-07 00:00:00+00:00,Eyla,SUP,100 Thieves,1.5216921000000005,12.7319,13.3876,0.1925,0.1946,0.2929,0.2961,0.0032
2025,2025-04-07 00:00:00+00:00,FBI,BOT,100 Thieves,1.5216921000000005,14.6669,15.3548,0.2217,0.2232,0.3374,0.3396,0.0022
2025,2025-04-07 00:00:00+00:00,Fudge,TOP,Shopify Rebellion,-3.5506148999999994,12.8419,12.6179,0.1974,0.1993,-0.701,-0.7077,-0.0067
2025,2025-04-07 00:00:00+00:00,Hena,BOT,LYON,5.748614600000001,15.4838,15.1892,0.2173,0.2187,1.2494,1.2574,0.008
2025,2025-04-07 00:00:00+00:00,Impact,TOP,Team Liquid,4.903230100000001,13.6528,13.7165,0.1874,0.1853,0.919,0.9086,-0.0104
2025,2025-04-07 00:00:00+00:00,Inspired,JGL,FlyQuest,10.398229350000001,12.3998,13.4092,0.1742,0.181,1.8117,1.8824,0.0707
2025,2025-04-07 00:00:00+00:00,Isles,SUP,Dignitas,-0.1690768999999994,13.3857,13.1274,0.2001,0.2004,-0.0338,-0.0339,-0.0001
2025,2025-04-07 00:00:00+00:00,Keine,MID,Dignitas,-0.1690768999999994,15.0632,14.3638,0.2252,0.2193,-0.0381,-0.0371,0.001
2025,2025-04-07 00:00:00+00:00,Licorice,TOP,LYON,5.748614600000001,13.3424,13.1677,0.1873,0.1896,1.0766,1.09,0.0134
2025,2025-04-07 00:00:00+00:00,Loki,MID,Cloud9,9.1301526,14.8856,15.0711,0.2218,0.2169,2.0252,1.9805,-0.0447
2025,2025-04-07 00:00:00+00:00,Lyonz,SUP,LYON,5.748614600000001,13.833,13.5366,0.1942,0.1949,1.1162,1.1206,0.0044
2025,2025-04-07 00:00:00+00:00,Massu,BOT,FlyQuest,10.398229350000001,15.7157,15.6249,0.2208,0.2109,2.2962,2.1935,-0.1027
2025,2025-04-07 00:00:00+00:00,Oddie,JGL,LYON,5.748614600000001,11.8775,11.1351,0.1667,0.1603,0.9584,0.9218,-0.0366
2025,2025-04-07 00:00:00+00:00,Palafox,MID,Shopify Rebellion,-3.5506148999999994,14.9582,14.6106,0.23,0.2308,-0.8165,-0.8194,-0.0029
2025,2025-04-07 00:00:00+00:00,Quad,MID,FlyQuest,10.398229350000001,15.6205,16.7548,0.2195,0.2262,2.2823,2.3521,0.0698
2025,2025-04-07 00:00:00+00:00,Quid,MID,100 Thieves,1.5216921000000005,15.139,15.9343,0.2289,0.2316,0.3482,0.3524,0.0042
2025,2025-04-07 00:00:00+00:00,River,JGL,100 Thieves,1.5216921000000005,11.3176,11.6157,0.1711,0.1688,0.2603,0.2569,-0.0034
2025,2025-04-07 00:00:00+00:00,Saint,MID,LYON,5.748614600000001,16.704,16.4142,0.2345,0.2364,1.3479,1.3588,0.0109
2025,2025-04-07 00:00:00+00:00,ScaryJerry,BOT,Disguised,0.2536153500000006,14.7494,13.6282,0.2256,0.2191,0.0572,0.0556,-0.0016
2025,2025-04-07 00:00:00+00:00,Sheiden,JGL,Dignitas,-0.1690768999999994,10.9813,10.9854,0.1641,0.1677,-0.0278,-0.0284,-0.0006
2025,2025-04-07 00:00:00+00:00,Sniper,TOP,100 Thieves,1.5216921000000005,12.2954,12.5119,0.1859,0.1818,0.2828,0.2767,-0.0061
