year,prediction_period,player,role,team,team_fe_delta,s30_base_pred,s30_cand_pred,s30_base_share,s30_cand_share,fe_base_delta,fe_cand_delta,fe_share_diff
2024,2024-06-17 00:00:00+00:00,Tomio,JGL,Shopify Rebellion,-1.8598458999999994,9.5901,8.828,0.1472,0.1377,-0.2738,-0.2561,0.0178
2024,2024-06-17 00:00:00+00:00,UmTi,JGL,Team Liquid,5.241383899999999,11.9131,12.6905,0.1664,0.1711,0.8722,0.8966,0.0244
2024,2024-06-17 00:00:00+00:00,Vulcan,SUP,Cloud9,1.8598458999999994,13.0951,13.5452,0.1902,0.1964,0.3537,0.3653,0.0116
2024,2024-06-17 00:00:00+00:00,Yeon,BOT,Team Liquid,5.241383899999999,15.7782,16.2409,0.2204,0.2189,1.1552,1.1474,-0.0078
2024,2024-06-17 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,-1.8598458999999994,12.0941,12.5374,0.1857,0.1955,-0.3453,-0.3637,-0.0184
2024,2024-06-17 00:00:00+00:00,Zven,BOT,Dignitas,-3.719691800000002,15.6574,16.0576,0.2272,0.2268,-0.8451,-0.8437,0.0014
2024,2024-06-17 00:00:00+00:00,huhi,SUP,NRG,4.226922500000003,13.1328,12.7733,0.2,0.1964,0.8454,0.83,-0.0154
2024,2024-06-24 00:00:00+00:00,APA,MID,Team Liquid,4.2269225,16.5854,17.0303,0.229,0.2245,0.9681,0.9489,-0.0192
2024,2024-06-24 00:00:00+00:00,Armao,JGL,Immortals,5.072307000000003,11.7716,11.586,0.1687,0.1684,0.8558,0.8543,-0.0015
2024,2024-06-24 00:00:00+00:00,Berserker,BOT,Cloud9,5.030037774999999,16.7764,16.7025,0.2301,0.2303,1.1572,1.1583,0.0011
2024,2024-06-24 00:00:00+00:00,Blaber,JGL,Cloud9,5.030037774999999,12.7159,12.7688,0.1744,0.176,0.8771,0.8855,0.0084
2024,2024-06-24 00:00:00+00:00,Busio,SUP,FlyQuest,4.903230100000001,13.4334,13.3908,0.191,0.191,0.9364,0.9367,0.0003
2024,2024-06-24 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,-5.748614600000001,14.6622,14.7128,0.2282,0.2335,-1.312,-1.3425,-0.0305
2024,2024-06-24 00:00:00+00:00,Bwipo,TOP,FlyQuest,4.903230100000001,13.8094,13.4612,0.1963,0.192,0.9626,0.9416,-0.021
2024,2024-06-24 00:00:00+00:00,Castle,TOP,Immortals,5.072307000000003,12.9492,12.7362,0.1856,0.1851,0.9414,0.9391,-0.0023
2024,2024-06-24 00:00:00+00:00,Contractz,JGL,NRG,-1.8598458999999994,12.2078,11.9949,0.1861,0.1842,-0.3461,-0.3426,0.0035
2024,2024-06-24 00:00:00+00:00,CoreJJ,SUP,Team Liquid,4.2269225,13.7761,14.8923,0.1902,0.1963,0.8041,0.8298,0.0256
2024,2024-06-24 00:00:00+00:00,Dhokla,TOP,NRG,-1.8598458999999994,12.0824,12.0134,0.1842,0.1845,-0.3426,-0.3432,-0.0006
2024,2024-06-24 00:00:00+00:00,Eyla,SUP,100 Thieves,1.3526151999999982,13.7849,14.1519,0.1984,0.2035,0.2684,0.2753,0.0069
2024,2024-06-24 00:00:00+00:00,FBI,BOT,NRG,-1.8598458999999994,14.066,14.2088,0.2144,0.2182,-0.3988,-0.4059,-0.0071
2024,2024-06-24 00:00:00+00:00,FakeGod,TOP,Shopify Rebellion,-5.748614600000001,12.6877,12.6052,0.1975,0.2001,-1.1353,-1.1502,-0.0148
2024,2024-06-24 00:00:00+00:00,Impact,TOP,Team Liquid,4.2269225,14.0324,14.3974,0.1938,0.1898,0.8191,0.8022,-0.0169
2024,2024-06-24 00:00:00+00:00,Insanity,MID,Shopify Rebellion,-5.748614600000001,14.9334,14.9713,0.2325,0.2376,-1.3363,-1.366,-0.0298
2024,2024-06-24 00:00:00+00:00,Inspired,JGL,FlyQuest,4.903230100000001,12.2358,12.0011,0.1739,0.1712,0.8529,0.8395,-0.0134
2024,2024-06-24 00:00:00+00:00,Isles,SUP,Dignitas,5.748614600000001,13.7154,13.6459,0.1914,0.1889,1.1004,1.0859,-0.0144
2024,2024-06-24 00:00:00+00:00,Jensen,MID,Dignitas,5.748614600000001,16.0547,15.9306,0.2241,0.2205,1.2881,1.2677,-0.0203
2024,2024-06-24 00:00:00+00:00,Jojopyun,MID,Cloud9,5.030037774999999,15.6554,15.414,0.2147,0.2125,1.0799,1.0689,-0.0109
2024,2024-06-24 00:00:00+00:00,Licorice,TOP,Dignitas,5.748614600000001,12.9186,13.2497,0.1803,0.1834,1.0364,1.0544,0.018
2024,2024-06-24 00:00:00+00:00,Mask,MID,Immortals,5.072307000000003,15.5198,15.2949,0.2224,0.2223,1.1282,1.1277,-0.0005
2024,2024-06-24 00:00:00+00:00,Massu,BOT,FlyQuest,4.903230100000001,15.5506,15.6721,0.2211,0.2236,1.084,1.0963,0.0123
2024,2024-06-24 00:00:00+00:00,Meech,BOT,100 Thieves,1.3526151999999982,15.2371,14.8485,0.2193,0.2135,0.2967,0.2888,-0.0078
2024,2024-06-24 00:00:00+00:00,Olleh,SUP,Immortals,5.072307000000003,13.0173,13.1967,0.1866,0.1918,0.9463,0.973,0.0267
2024,2024-06-24 00:00:00+00:00,Palafox,MID,NRG,-1.8598458999999994,14.462,14.09,0.2205,0.2164,-0.41,-0.4025,0.0076
2024,2024-06-24 00:00:00+00:00,Quad,MID,FlyQuest,4.903230100000001,15.3123,15.5712,0.2177,0.2221,1.0674,1.0892,0.0218
2024,2024-06-24 00:00:00+00:00,Quid,MID,100 Thieves,1.3526151999999982,16.1016,16.7465,0.2318,0.2408,0.3135,0.3257,0.0122
2024,2024-06-24 00:00:00+00:00,River,JGL,100 Thieves,1.3526151999999982,11.2855,11.1373,0.1624,0.1602,0.2197,0.2166,-0.0031
2024,2024-06-24 00:00:00+00:00,Sniper,TOP,100 Thieves,1.3526151999999982,13.0631,12.6556,0.188,0.182,0.2543,0.2462,-0.0082
2024,2024-06-24 00:00:00+00:00,Spica,JGL,Dignitas,5.748614600000001,11.867,12.3357,0.1656,0.1708,0.9521,0.9817,0.0296
2024,2024-06-24 00:00:00+00:00,Tactical,BOT,Immortals,5.072307000000003,16.5159,15.9799,0.2367,0.2323,1.2006,1.1782,-0.0224
2024,2024-06-24 00:00:00+00:00,Thanatos,TOP,Cloud9,5.030037774999999,13.8337,13.6224,0.1897,0.1878,0.9542,0.9447,-0.0095
2024,2024-06-24 00:00:00+00:00,Tomio,JGL,Shopify Rebellion,-5.748614600000001,10.0427,8.8607,0.1563,0.1406,-0.8986,-0.8085,0.0902
2024,2024-06-24 00:00:00+00:00,UmTi,JGL,Team Liquid,4.2269225,11.8516,12.4878,0.1637,0.1646,0.6918,0.6958,0.004
2024,2024-06-24 00:00:00+00:00,Vulcan,SUP,Cloud9,5.030037774999999,13.942,14.0248,0.1912,0.1934,0.9617,0.9726,0.0109
2024,2024-06-24 00:00:00+00:00,Yeon,BOT,Team Liquid,4.2269225,16.1687,17.0545,0.2233,0.2248,0.9438,0.9502,0.0065
2024,2024-06-24 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,-5.748614600000001,11.9173,11.8525,0.1855,0.1881,-1.0664,-1.0815,-0.0151
2024,2024-06-24 00:00:00+00:00,Zven,BOT,Dignitas,5.748614600000001,17.0967,17.0759,0.2386,0.2364,1.3717,1.3589,-0.0128
2024,2024-06-24 00:00:00+00:00,huhi,SUP,NRG,-1.8598458999999994,12.778,12.8037,0.1948,0.1966,-0.3623,-0.3657,-0.0034
2024,2024-07-15 00:00:00+00:00,APA,MID,Team Liquid,8.2847681,17.1043,17.3678,0.2195,0.2218,1.8188,1.8377,0.0189
2024,2024-07-15 00:00:00+00:00,Armao,JGL,Immortals,-8.791998799999998,10.8636,11.1038,0.1659,0.1681,-1.4589,-1.4779,-0.019
2024,2024-07-15 00:00:00+00:00,Berserker,BOT,Cloud9,4.565076300000002,17.0665,16.6149,0.2258,0.2223,1.0306,1.0146,-0.016
2024,2024-07-15 00:00:00+00:00,Blaber,JGL,Cloud9,4.565076300000002,13.3363,13.091,0.1764,0.1751,0.8053,0.7994,-0.0059
2024,2024-07-15 00:00:00+00:00,Bugi,JGL,Shopify Rebellion,-8.453845,11.2688,11.3933,0.1751,0.1766,-1.4805,-1.4933,-0.0128
2024,2024-07-15 00:00:00+00:00,Busio,SUP,FlyQuest,3.719691800000002,14.4398,14.6754,0.194,0.1986,0.7216,0.7388,0.0172
2024,2024-07-15 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,-8.453845,13.8801,14.2242,0.2157,0.2205,-1.8236,-1.8643,-0.0408
2024,2024-07-15 00:00:00+00:00,Bwipo,TOP,FlyQuest,3.719691800000002,14.4459,14.249,0.1941,0.1928,0.7219,0.7173,-0.0045
2024,2024-07-15 00:00:00+00:00,Castle,TOP,Immortals,-8.791998799999998,12.5323,12.3874,0.1914,0.1875,-1.683,-1.6487,0.0343
2024,2024-07-15 00:00:00+00:00,Contractz,JGL,NRG,-1.3526151999999982,12.8803,12.3187,0.1831,0.177,-0.2477,-0.2394,0.0083
2024,2024-07-15 00:00:00+00:00,CoreJJ,SUP,Team Liquid,8.2847681,15.2194,15.591,0.1953,0.1991,1.6184,1.6497,0.0313
2024,2024-07-15 00:00:00+00:00,Dhokla,TOP,NRG,-1.3526151999999982,13.0626,13.043,0.1857,0.1874,-0.2512,-0.2535,-0.0023
2024,2024-07-15 00:00:00+00:00,Eyla,SUP,100 Thieves,-7.4393836,12.8531,12.8942,0.1923,0.1927,-1.4306,-1.4336,-0.003
2024,2024-07-15 00:00:00+00:00,FBI,BOT,NRG,-1.3526151999999982,15.1005,15.1906,0.2147,0.2183,-0.2904,-0.2952,-0.0048
2024,2024-07-15 00:00:00+00:00,FakeGod,TOP,Shopify Rebellion,-8.453845,12.6884,12.3963,0.1972,0.1922,-1.667,-1.6248,0.0422
2024,2024-07-15 00:00:00+00:00,Impact,TOP,Team Liquid,8.2847681,15.704,15.0525,0.2016,0.1922,1.6699,1.5927,-0.0772
2024,2024-07-15 00:00:00+00:00,Insanity,MID,Shopify Rebellion,-8.453845,14.7075,14.7507,0.2286,0.2287,-1.9323,-1.9333,-0.0011
2024,2024-07-15 00:00:00+00:00,Inspired,JGL,FlyQuest,3.719691800000002,12.4456,12.7346,0.1672,0.1723,0.6219,0.6411,0.0192
2024,2024-07-15 00:00:00+00:00,Isles,SUP,Dignitas,-4.903230100000001,12.3008,12.3545,0.1855,0.1855,-0.9096,-0.9093,0.0003
2024,2024-07-15 00:00:00+00:00,Jensen,MID,Dignitas,-4.903230100000001,14.7012,14.9997,0.2217,0.2252,-1.0871,-1.104,-0.0169
2024,2024-07-15 00:00:00+00:00,Jojopyun,MID,Cloud9,4.565076300000002,15.6462,15.6643,0.207,0.2095,0.9448,0.9566,0.0118
2024,2024-07-15 00:00:00+00:00,Licorice,TOP,Dignitas,-4.903230100000001,12.3302,12.3715,0.186,0.1857,-0.9118,-0.9106,0.0012
2024,2024-07-15 00:00:00+00:00,Mask,MID,Immortals,-8.791998799999998,14.874,14.8368,0.2272,0.2246,-1.9975,-1.9747,0.0228
2024,2024-07-15 00:00:00+00:00,Massu,BOT,FlyQuest,3.719691800000002,16.6095,16.1662,0.2231,0.2188,0.83,0.8138,-0.0161
2024,2024-07-15 00:00:00+00:00,Meech,BOT,100 Thieves,-7.4393836,14.6849,14.24,0.2197,0.2128,-1.6344,-1.5832,0.0513
2024,2024-07-15 00:00:00+00:00,Olleh,SUP,Immortals,-8.791998799999998,12.3806,12.5262,0.1891,0.1896,-1.6626,-1.6672,-0.0045
2024,2024-07-15 00:00:00+00:00,Palafox,MID,NRG,-1.3526151999999982,15.1966,14.8631,0.2161,0.2136,-0.2922,-0.2889,0.0034
2024,2024-07-15 00:00:00+00:00,Quad,MID,FlyQuest,3.719691800000002,16.4968,16.0632,0.2216,0.2174,0.8244,0.8087,-0.0157
2024,2024-07-15 00:00:00+00:00,Quid,MID,100 Thieves,-7.4393836,15.2507,16.4874,0.2282,0.2464,-1.6974,-1.8331,-0.1356
2024,2024-07-15 00:00:00+00:00,River,JGL,100 Thieves,-7.4393836,11.8742,11.4415,0.1777,0.171,-1.3216,-1.2721,0.0495
2024,2024-07-15 00:00:00+00:00,Sniper,TOP,100 Thieves,-7.4393836,12.1771,11.8503,0.1822,0.1771,-1.3553,-1.3175,0.0378
2024,2024-07-15 00:00:00+00:00,Spica,JGL,Dignitas,-4.903230100000001,11.5245,11.3935,0.1738,0.171,-0.8522,-0.8386,0.0136
2024,2024-07-15 00:00:00+00:00,Tactical,BOT,Immortals,-8.791998799999998,14.8175,15.2035,0.2263,0.2302,-1.9899,-2.0235,-0.0336
2024,2024-07-15 00:00:00+00:00,Thanatos,TOP,Cloud9,4.565076300000002,14.8428,14.6522,0.1963,0.196,0.8963,0.8948,-0.0015
2024,2024-07-15 00:00:00+00:00,UmTi,JGL,Team Liquid,8.2847681,12.4931,12.8619,0.1604,0.1643,1.3285,1.3609,0.0324
2024,2024-07-15 00:00:00+00:00,Vulcan,SUP,Cloud9,4.565076300000002,14.7068,14.7328,0.1945,0.1971,0.8881,0.8997,0.0116
2024,2024-07-15 00:00:00+00:00,Yeon,BOT,Team Liquid,8.2847681,17.3901,17.4259,0.2232,0.2226,1.8492,1.8438,-0.0054
2024,2024-07-15 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,-8.453845,11.8018,11.735,0.1834,0.1819,-1.5505,-1.5381,0.0124
2024,2024-07-15 00:00:00+00:00,Zven,BOT,Dignitas,-4.903230100000001,15.4498,15.4985,0.233,0.2326,-1.1425,-1.1407,0.0018
2024,2024-07-15 00:00:00+00:00,huhi,SUP,NRG,-1.3526151999999982,14.0966,14.1813,0.2004,0.2038,-0.2711,-0.2756,-0.0045
2024,2024-07-22 00:00:00+00:00,APA,MID,Team Liquid,5.748614600000001,16.7019,17.436,0.2263,0.2319,1.3007,1.3328,0.0321
2024,2024-07-22 00:00:00+00:00,Armao,JGL,Immortals,-7.101229799999999,10.3396,10.5985,0.1624,0.1641,-1.1534,-1.165,-0.0117
2024,2024-07-22 00:00:00+00:00,Berserker,BOT,Cloud9,2.1979996999999982,16.9876,17.2977,0.2207,0.2227,0.4851,0.4896,0.0045
2024,2024-07-22 00:00:00+00:00,Blaber,JGL,Cloud9,2.1979996999999982,13.4437,13.6139,0.1747,0.1753,0.3839,0.3853,0.0014
2024,2024-07-22 00:00:00+00:00,Bugi,JGL,Shopify Rebellion,0.5072307000000011,11.4505,11.7512,0.1693,0.1735,0.0859,0.088,0.0021
2024,2024-07-22 00:00:00+00:00,Busio,SUP,FlyQuest,11.6663061,15.0354,14.9862,0.1993,0.2001,2.3254,2.3346,0.0092
2024,2024-07-22 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,0.5072307000000011,15.2191,15.4535,0.225,0.2282,0.1141,0.1157,0.0016
2024,2024-07-22 00:00:00+00:00,Bwipo,TOP,FlyQuest,11.6663061,14.6235,14.5599,0.1939,0.1944,2.2617,2.2682,0.0065
2024,2024-07-22 00:00:00+00:00,Castle,TOP,Immortals,-7.101229799999999,12.9511,12.6739,0.2034,0.1962,-1.4447,-1.3932,0.0515
2024,2024-07-22 00:00:00+00:00,Contractz,JGL,NRG,-5.579537699999998,12.7271,12.8413,0.1786,0.1834,-0.9965,-1.0232,-0.0267
2024,2024-07-22 00:00:00+00:00,CoreJJ,SUP,Team Liquid,5.748614600000001,14.3674,14.6888,0.1946,0.1953,1.1189,1.1228,0.0039
2024,2024-07-22 00:00:00+00:00,Dhokla,TOP,NRG,-5.579537699999998,13.5361,13.2729,0.1899,0.1895,-1.0598,-1.0576,0.0022
2024,2024-07-22 00:00:00+00:00,Eyla,SUP,100 Thieves,-7.9466142999999985,12.0911,12.568,0.1908,0.1956,-1.5163,-1.5547,-0.0384
2024,2024-07-22 00:00:00+00:00,FBI,BOT,NRG,-5.579537699999998,15.6401,15.4005,0.2195,0.2199,-1.2245,-1.2271,-0.0026
2024,2024-07-22 00:00:00+00:00,FakeGod,TOP,Shopify Rebellion,0.5072307000000011,12.8023,12.5982,0.1892,0.186,0.096,0.0943,-0.0016
2024,2024-07-22 00:00:00+00:00,Impact,TOP,Team Liquid,5.748614600000001,14.8192,14.7179,0.2008,0.1957,1.1541,1.125,-0.029
2024,2024-07-22 00:00:00+00:00,Insanity,MID,Shopify Rebellion,0.5072307000000011,15.1933,15.3413,0.2246,0.2265,0.1139,0.1149,0.001
2024,2024-07-22 00:00:00+00:00,Inspired,JGL,FlyQuest,11.6663061,13.0053,13.0997,0.1724,0.1749,2.0114,2.0407,0.0293
2024,2024-07-22 00:00:00+00:00,Isles,SUP,Dignitas,-3.7196917999999988,12.7354,13.0261,0.1949,0.1941,-0.725,-0.722,0.003
2024,2024-07-22 00:00:00+00:00,Jensen,MID,Dignitas,-3.7196917999999988,14.9269,15.2402,0.2284,0.2271,-0.8497,-0.8447,0.0051
2024,2024-07-22 00:00:00+00:00,Jojopyun,MID,Cloud9,2.1979996999999982,15.8669,15.6457,0.2062,0.2015,0.4531,0.4428,-0.0103
2024,2024-07-22 00:00:00+00:00,Licorice,TOP,Dignitas,-3.7196917999999988,12.2384,12.2182,0.1873,0.1821,-0.6967,-0.6772,0.0195
2024,2024-07-22 00:00:00+00:00,Mask,MID,Immortals,-7.101229799999999,14.1986,14.6569,0.223,0.2269,-1.5838,-1.6112,-0.0273
2024,2024-07-22 00:00:00+00:00,Massu,BOT,FlyQuest,11.6663061,16.4711,16.4924,0.2184,0.2202,2.5474,2.5692,0.0218
2024,2024-07-22 00:00:00+00:00,Meech,BOT,100 Thieves,-7.9466142999999985,13.5699,13.5748,0.2142,0.2113,-1.7018,-1.6792,0.0225
2024,2024-07-22 00:00:00+00:00,Olleh,SUP,Immortals,-7.101229799999999,11.8641,11.9412,0.1864,0.1848,-1.3234,-1.3126,0.0108
2024,2024-07-22 00:00:00+00:00,Palafox,MID,NRG,-5.579537699999998,15.3571,14.8348,0.2155,0.2119,-1.2024,-1.1821,0.0203
2024,2024-07-22 00:00:00+00:00,Quad,MID,FlyQuest,11.6663061,16.2969,15.7495,0.216,0.2103,2.5205,2.4535,-0.0669
2024,2024-07-22 00:00:00+00:00,Quid,MID,100 Thieves,-7.9466142999999985,15.1504,15.9431,0.2391,0.2482,-1.9,-1.9722,-0.0722
2024,2024-07-22 00:00:00+00:00,River,JGL,100 Thieves,-7.9466142999999985,10.8636,10.607,0.1714,0.1651,-1.3624,-1.3121,0.0503
2024,2024-07-22 00:00:00+00:00,Sniper,TOP,100 Thieves,-7.9466142999999985,11.6908,11.5466,0.1845,0.1797,-1.4661,-1.4283,0.0378
2024,2024-07-22 00:00:00+00:00,Spica,JGL,Dignitas,-3.7196917999999988,11.101,11.4714,0.1699,0.1709,-0.6319,-0.6358,-0.0038
2024,2024-07-22 00:00:00+00:00,Tactical,BOT,Immortals,-7.101229799999999,14.3079,14.7305,0.2248,0.228,-1.596,-1.6192,-0.0232
2024,2024-07-22 00:00:00+00:00,Thanatos,TOP,Cloud9,2.1979996999999982,15.122,15.3358,0.1965,0.1975,0.4319,0.4341,0.0022
2024,2024-07-22 00:00:00+00:00,UmTi,JGL,Team Liquid,5.748614600000001,12.0068,12.2034,0.1627,0.1623,0.9351,0.9328,-0.0022
2024,2024-07-22 00:00:00+00:00,Vulcan,SUP,Cloud9,2.1979996999999982,15.5462,15.7636,0.202,0.203,0.444,0.4462,0.0022
2024,2024-07-22 00:00:00+00:00,Yeon,BOT,Team Liquid,5.748614600000001,15.9207,16.1574,0.2157,0.2148,1.2399,1.2351,-0.0048
2024,2024-07-22 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,0.5072307000000011,12.9829,12.5877,0.1919,0.1858,0.0973,0.0943,-0.0031
2024,2024-07-22 00:00:00+00:00,Zven,BOT,Dignitas,-3.7196917999999988,14.3399,15.1569,0.2195,0.2258,-0.8163,-0.8401,-0.0237
2024,2024-07-22 00:00:00+00:00,huhi,SUP,NRG,-5.579537699999998,14.0024,13.6737,0.1965,0.1953,-1.0963,-1.0895,0.0068
2024,2024-07-29 00:00:00+00:00,APA,MID,Team Liquid,-1.8598458999999994,17.0239,17.754,0.2298,0.2279,-0.4273,-0.4239,0.0034
2024,2024-07-29 00:00:00+00:00,Armao,JGL,Immortals,-1.3526151999999982,10.4526,10.1821,0.1636,0.1628,-0.2212,-0.2202,0.001
2024,2024-07-29 00:00:00+00:00,Berserker,BOT,Cloud9,0.6763076000000006,17.5974,17.9592,0.2278,0.2298,0.1541,0.1554,0.0013
2024,2024-07-29 00:00:00+00:00,Blaber,JGL,Cloud9,0.6763076000000006,13.4471,13.6292,0.1741,0.1744,0.1177,0.1179,0.0002
2024,2024-07-29 00:00:00+00:00,Bugi,JGL,Shopify Rebellion,-1.1835383000000017,12.7781,12.844,0.1788,0.182,-0.2116,-0.2154,-0.0038
2024,2024-07-29 00:00:00+00:00,Busio,SUP,FlyQuest,1.3526152000000011,15.2315,15.895,0.2034,0.2053,0.2751,0.2776,0.0025
2024,2024-07-29 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,-1.1835383000000017,16.1916,15.9446,0.2266,0.226,-0.2681,-0.2674,0.0007
2024,2024-07-29 00:00:00+00:00,Bwipo,TOP,FlyQuest,1.3526152000000011,13.8248,14.0588,0.1846,0.1815,0.2497,0.2456,-0.0042
2024,2024-07-29 00:00:00+00:00,Castle,TOP,Immortals,-1.3526151999999982,12.9503,12.3327,0.2027,0.1972,-0.2741,-0.2667,0.0074
2024,2024-07-29 00:00:00+00:00,Contractz,JGL,NRG,2.3670766000000008,12.0609,11.9378,0.1751,0.1759,0.4144,0.4163,0.0019
2024,2024-07-29 00:00:00+00:00,CoreJJ,SUP,Team Liquid,-1.8598458999999994,14.1954,15.3201,0.1916,0.1967,-0.3563,-0.3658,-0.0094
2024,2024-07-29 00:00:00+00:00,Dhokla,TOP,NRG,2.3670766000000008,13.7095,13.3459,0.199,0.1966,0.4711,0.4654,-0.0057
2024,2024-07-29 00:00:00+00:00,Eyla,SUP,100 Thieves,-1.8598458999999994,12.2351,11.8596,0.1876,0.1846,-0.3489,-0.3433,0.0056
2024,2024-07-29 00:00:00+00:00,FBI,BOT,NRG,2.3670766000000008,15.3765,14.9165,0.2232,0.2197,0.5284,0.5202,-0.0082
2024,2024-07-29 00:00:00+00:00,FakeGod,TOP,Shopify Rebellion,-1.1835383000000017,12.8289,12.7061,0.1795,0.1801,-0.2125,-0.2131,-0.0007
2024,2024-07-29 00:00:00+00:00,Impact,TOP,Team Liquid,-1.8598458999999994,14.9659,15.4261,0.202,0.198,-0.3757,-0.3683,0.0074
2024,2024-07-29 00:00:00+00:00,Insanity,MID,Shopify Rebellion,-1.1835383000000017,16.2793,16.2287,0.2278,0.23,-0.2696,-0.2722,-0.0026
2024,2024-07-29 00:00:00+00:00,Inspired,JGL,FlyQuest,1.3526152000000011,13.0262,13.5826,0.174,0.1754,0.2353,0.2372,0.0019
2024,2024-07-29 00:00:00+00:00,Isles,SUP,Dignitas,-0.1690768999999994,13.3732,12.7612,0.1992,0.1954,-0.0337,-0.033,0.0006
2024,2024-07-29 00:00:00+00:00,Jensen,MID,Dignitas,-0.1690768999999994,15.0392,14.666,0.224,0.2246,-0.0379,-0.038,-0.0001
2024,2024-07-29 00:00:00+00:00,Jojopyun,MID,Cloud9,0.6763076000000006,15.3509,15.3842,0.1987,0.1968,0.1344,0.1331,-0.0013
2024,2024-07-29 00:00:00+00:00,Licorice,TOP,Dignitas,-0.1690768999999994,12.5403,12.0199,0.1868,0.1841,-0.0316,-0.0311,0.0005
2024,2024-07-29 00:00:00+00:00,Mask,MID,Immortals,-1.3526151999999982,14.6691,14.5393,0.2296,0.2325,-0.3105,-0.3144,-0.0039
2024,2024-07-29 00:00:00+00:00,Massu,BOT,FlyQuest,1.3526152000000011,16.2888,16.6798,0.2175,0.2154,0.2942,0.2913,-0.0029
2024,2024-07-29 00:00:00+00:00,Olleh,SUP,Immortals,-1.3526151999999982,11.6874,11.3147,0.1829,0.1809,-0.2474,-0.2447,0.0027
2024,2024-07-29 00:00:00+00:00,Palafox,MID,NRG,2.3670766000000008,14.1198,14.0306,0.205,0.2067,0.4852,0.4893,0.0041
2024,2024-07-29 00:00:00+00:00,Quad,MID,FlyQuest,1.3526152000000011,16.511,17.2244,0.2205,0.2224,0.2982,0.3009,0.0026
2024,2024-07-29 00:00:00+00:00,Quid,MID,100 Thieves,-1.8598458999999994,14.2836,14.526,0.219,0.2261,-0.4074,-0.4205,-0.0131
2024,2024-07-29 00:00:00+00:00,River,JGL,100 Thieves,-1.8598458999999994,10.718,10.5789,0.1644,0.1647,-0.3057,-0.3062,-0.0006
2024,2024-07-29 00:00:00+00:00,Sniper,TOP,100 Thieves,-1.8598458999999994,12.4548,11.6982,0.191,0.1821,-0.3552,-0.3386,0.0166
2024,2024-07-29 00:00:00+00:00,Spica,JGL,Dignitas,-0.1690768999999994,11.5709,11.3279,0.1723,0.1735,-0.0291,-0.0293,-0.0002
2024,2024-07-29 00:00:00+00:00,Tactical,BOT,Immortals,-1.3526151999999982,14.1445,14.176,0.2213,0.2267,-0.2994,-0.3066,-0.0072
2024,2024-07-29 00:00:00+00:00,Thanatos,TOP,Cloud9,0.6763076000000006,15.1194,15.3732,0.1958,0.1967,0.1324,0.133,0.0006
2024,2024-07-29 00:00:00+00:00,Tomo,BOT,100 Thieves,-1.8598458999999994,15.5225,15.5843,0.238,0.2426,-0.4427,-0.4511,-0.0085
2024,2024-07-29 00:00:00+00:00,UmTi,JGL,Team Liquid,-1.8598458999999994,12.4934,13.0589,0.1686,0.1676,-0.3136,-0.3118,0.0018
2024,2024-07-29 00:00:00+00:00,Vulcan,SUP,Cloud9,0.6763076000000006,15.7236,15.8115,0.2036,0.2023,0.1377,0.1368,-0.0009
2024,2024-07-29 00:00:00+00:00,Yeon,BOT,Team Liquid,-1.8598458999999994,15.4145,16.3392,0.208,0.2098,-0.3869,-0.3901,-0.0032
2024,2024-07-29 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,-1.1835383000000017,13.3891,12.8363,0.1873,0.1819,-0.2217,-0.2153,0.0064
2024,2024-07-29 00:00:00+00:00,Zven,BOT,Dignitas,-0.1690768999999994,14.6161,14.5286,0.2177,0.2225,-0.0368,-0.0376,-0.0008
2024,2024-07-29 00:00:00+00:00,huhi,SUP,NRG,2.3670766000000008,13.6203,13.6487,0.1977,0.2011,0.468,0.476,0.0079
2024,2024-08-05 00:00:00+00:00,APA,MID,Team Liquid,6.424922199999998,17.2417,17.9089,0.2266,0.2311,1.4561,1.485,0.0289
2024,2024-08-05 00:00:00+00:00,Armao,JGL,Immortals,-2.705230399999999,10.3678,10.1088,0.1634,0.1614,-0.442,-0.4365,0.0055
2024,2024-08-05 00:00:00+00:00,Berserker,BOT,Cloud9,-2.3670766000000008,16.6613,17.2557,0.2333,0.2324,-0.5522,-0.5502,0.002
2024,2024-08-05 00:00:00+00:00,Blaber,JGL,Cloud9,-2.3670766000000008,11.9623,12.5377,0.1675,0.1689,-0.3964,-0.3997,-0.0033
2024,2024-08-05 00:00:00+00:00,Bugi,JGL,Shopify Rebellion,3.5506148999999994,13.3562,13.2252,0.1832,0.1859,0.6504,0.6601,0.0097
2024,2024-08-05 00:00:00+00:00,Busio,SUP,FlyQuest,-1.3526151999999982,13.9297,14.2952,0.1926,0.1926,-0.2606,-0.2605,0.0001
2024,2024-08-05 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,3.5506148999999994,16.4973,15.6878,0.2263,0.2205,0.8034,0.783,-0.0203
